Order_ID,Order_Date,Customer_ID,Customer_Name,Product_Name,Category,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Order_Status
ORD1155,04-06-2026,CUST114,Sneha Kulkarni,Notebook,Stationery,3,118.89,356.67,Pune,Net Banking,Returned
ORD1156,16-08-2026,CUST108,Riya Desai,T-Shirt,Fashion,2,887.41,1774.82,Thane,Cash,Completed
ORD1157,22-03-2026,CUST109,Isha Gupta,Desk,Furniture,1,11550.12,11550.12,Nashik,Cash,Completed
ORD1158,25-01-2026,CUST112,Vivek Joshi,Smartphone,Electronics,1,25722.09,25722.09,Mumbai,Net Banking,Cancelled
ORD1159,16-04-2026,CUST112,Riya Desai,Notebook,Stationery,3,124.08,372.24,Mumbai,Debit Card,Cancelled
ORD1160,10-05-2026,CUST107,Vivek Joshi,Mouse,Electronics,3,828.65,2485.95,Kolhapur,Credit Card,Completed
ORD1161,15-07-2026,CUST109,Omkar More,Office Chair,Furniture,5,8274.85,41374.25,Nagpur,Cash,Cancelled
ORD1162,14-06-2026,CUST118,Aarav Sharma,Shoes,Fashion,5,3272.69,16363.45,Aurangabad,UPI,Completed
ORD1163,31-03-2026,CUST101,Priya Shah,Mouse,Electronics,3,975.88,2927.64,Nashik,Net Banking,Returned
ORD1164,12-06-2026,CUST101,Rohan Deshmukh,Desk,Furniture,1,11140.5,11140.5,Nagpur,Cash,Completed
ORD1165,21-03-2026,CUST111,Omkar More,Bookshelf,Furniture,3,6054.63,18163.89,Pune,UPI,Completed
ORD1166,21-01-2026,CUST109,Akash Shinde,Headphones,Electronics,5,2274.88,11374.4,Navi Mumbai,Cash,Cancelled
ORD1167,13-07-2026,CUST117,Sneha Kulkarni,Bookshelf,Furniture,4,6205.12,24820.48,Thane,Cash,Completed
ORD1168,20-06-2026,CUST110,Ananya Patil,Mouse,Electronics,5,897.59,4487.95,Nagpur,Cash,Cancelled
ORD1169,31-08-2026,CUST107,Vivek Joshi,Laptop,Electronics,1,42339.81,42339.81,Aurangabad,Debit Card,Completed
ORD1170,21-04-2026,CUST106,Vivek Joshi,Smartphone,Electronics,1,27985.36,27985.36,Navi Mumbai,Net Banking,Returned
ORD1171,21-06-2026,CUST112,Rohan Deshmukh,Keyboard,Electronics,5,1821.14,9105.7,Navi Mumbai,UPI,Completed
ORD1172,09-08-2026,CUST111,Omkar More,Laptop,Electronics,4,48790.46,195161.84,Navi Mumbai,Net Banking,Completed
ORD1173,14-04-2026,CUST101,Karan Mehta,Water Bottle,Accessories,4,670.53,2682.12,Nashik,Net Banking,Completed
ORD1174,05-08-2026,CUST104,Neha Pawar,T-Shirt,Fashion,3,825.86,2477.58,Navi Mumbai,Net Banking,Completed
ORD1175,21-03-2026,CUST111,Neha Pawar,Notebook,Stationery,1,117.5,117.5,Thane,Credit Card,Completed
ORD1176,19-02-2026,CUST112,Isha Gupta,Notebook,Stationery,1,120.73,120.73,Nashik,Credit Card,Completed
ORD1177,04-06-2026,CUST105,Rohan Deshmukh,Headphones,Electronics,3,2348.64,7045.92,Nashik,Cash,Completed
ORD1178,25-04-2026,CUST119,Tanvi Shah,Shoes,Fashion,5,3366.32,16831.6,Thane,Debit Card,Completed
ORD1179,11-06-2026,CUST110,Rahul Jadhav,Bookshelf,Furniture,1,6459.6,6459.6,Mumbai,Debit Card,Cancelled
ORD1180,10-01-2026,CUST102,Isha Gupta,Smartphone,Electronics,3,27785.76,83357.28,Aurangabad,UPI,Returned
ORD1181,10-05-2026,CUST113,Akash Shinde,T-Shirt,Fashion,1,920.7,920.7,Mumbai,Cash,Cancelled
ORD1182,02-05-2026,CUST117,Vivek Joshi,Backpack,Accessories,2,1735.75,3471.5,Mumbai,Cash,Completed
ORD1183,22-01-2026,CUST117,Priya Shah,Shoes,Fashion,3,3508.73,10526.19,Mumbai,Credit Card,Returned
ORD1184,06-06-2026,CUST106,Isha Gupta,Bookshelf,Furniture,4,6531.29,26125.16,Thane,Debit Card,Completed
ORD1185,14-01-2026,CUST111,Rohan Deshmukh,Desk,Furniture,3,12429.35,37288.05,Thane,UPI,Cancelled
ORD1186,05-07-2026,CUST120,Vivek Joshi,Backpack,Accessories,4,1722.29,6889.16,Thane,UPI,Cancelled
ORD1187,21-03-2026,CUST113,Vivek Joshi,Backpack,Accessories,2,1950.03,3900.06,Pune,Debit Card,Cancelled
ORD1188,21-06-2026,CUST117,Rohan Deshmukh,Desk,Furniture,3,12751.64,38254.92,Navi Mumbai,Net Banking,Completed
ORD1189,01-09-2026,CUST107,Karan Mehta,Laptop,Electronics,3,43279.79,129839.37,Kolhapur,Credit Card,Completed
ORD1190,05-08-2026,CUST104,Nikhil Pawar,Headphones,Electronics,2,2288.58,4577.16,Mumbai,Debit Card,Cancelled
ORD1191,11-02-2026,CUST106,Tanvi Shah,Headphones,Electronics,5,2438.36,12191.8,Nashik,Cash,Completed
ORD1192,02-03-2026,CUST115,Tanvi Shah,Desk,Furniture,3,12423.27,37269.81,Aurangabad,Cash,Completed
ORD1193,27-07-2026,CUST116,Aditya More,Notebook,Stationery,2,115.43,230.86,Thane,Net Banking,Completed
ORD1194,09-05-2026,CUST117,Riya Desai,Bookshelf,Furniture,3,6861.56,20584.68,Nashik,Credit Card,Cancelled
ORD1195,04-05-2026,CUST112,Kavya Joshi,Headphones,Electronics,3,2276.09,6828.27,Pune,Net Banking,Completed
ORD1196,11-03-2026,CUST115,Nikhil Pawar,Mouse,Electronics,1,947.36,947.36,Nashik,Cash,Completed
ORD1197,15-08-2026,CUST112,Aarav Sharma,Jeans,Fashion,2,2339.35,4678.7,Navi Mumbai,UPI,Completed
ORD1198,21-01-2026,CUST112,Neha Pawar,Notebook,Stationery,3,113.66,340.98,Mumbai,Debit Card,Completed
ORD1199,05-02-2026,CUST102,Pooja Chavan,T-Shirt,Fashion,3,952.45,2857.35,Kolhapur,Credit Card,Returned
ORD1200,20-08-2026,CUST103,Aarav Sharma,Bookshelf,Furniture,4,6649.95,26599.8,Aurangabad,Credit Card,Completed
ORD1201,29-01-2026,CUST110,Neha Pawar,Notebook,Stationery,5,120.67,603.35,Aurangabad,UPI,Completed
ORD1202,09-06-2026,CUST115,Rohan Deshmukh,Keyboard,Electronics,4,1850.02,7400.08,Pune,Cash,Cancelled
ORD1203,28-05-2026,CUST108,Vivek Joshi,Notebook,Stationery,1,123.17,123.17,Aurangabad,Cash,Completed
ORD1204,17-04-2026,CUST106,Rohan Deshmukh,Pen Set,Stationery,3,237.03,711.09,Thane,UPI,Cancelled
ORD1205,10-05-2026,CUST118,Aarav Sharma,Notebook,Stationery,5,126.87,634.35,Navi Mumbai,Cash,Completed
ORD1206,06-03-2026,CUST101,Isha Gupta,Backpack,Accessories,4,1973.17,7892.68,Pune,Debit Card,Completed
ORD1207,08-07-2026,CUST111,Vivek Joshi,Water Bottle,Accessories,1,738.01,738.01,Mumbai,Debit Card,Cancelled
ORD1208,25-06-2026,CUST115,Mansi Kulkarni,Office Chair,Furniture,2,9061.65,18123.3,Nashik,Credit Card,Completed
ORD1209,21-02-2026,CUST102,Aditya More,Water Bottle,Accessories,4,635.18,2540.72,Mumbai,Debit Card,Completed
ORD1210,20-05-2026,CUST116,Rahul Jadhav,Notebook,Stationery,4,131.74,526.96,Mumbai,Credit Card,Completed
ORD1211,26-03-2026,CUST109,Sneha Kulkarni,Office Chair,Furniture,1,9121.86,9121.86,Thane,Cash,Completed
ORD1212,09-04-2026,CUST111,Priya Shah,Water Bottle,Accessories,4,755.25,3021,Kolhapur,Cash,Completed
ORD1213,22-01-2026,CUST114,Rohan Deshmukh,Jeans,Fashion,5,2097.36,10486.8,Navi Mumbai,Net Banking,Completed
ORD1214,21-01-2026,CUST111,Pooja Chavan,Notebook,Stationery,3,115.71,347.13,Aurangabad,Cash,Cancelled
ORD1215,24-04-2026,CUST112,Akash Shinde,Water Bottle,Accessories,4,653.33,2613.32,Mumbai,Debit Card,Cancelled
